,Year,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Location,Origin,Aid_Contribution,Dis_Mag_Value,Latitude,Longitude,Local Time,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,Total_Affected,Total_Damages_USD,CPI
662,1997,Technological,Technological,Transport accident,Road,Adharmadi (Jammu & Cachemire),,,,,,,1997,4.0,8.0,1997,4.0,8.0,38.0,20.0,,62.7858352045064
663,1997,Technological,Technological,Transport accident,Road,Uttar Pradesh,,,,,,,1997,4.0,12.0,1997,4.0,12.0,24.0,36.0,,62.7858352045064
664,1997,Technological,Technological,Transport accident,Road,Uttar Pradesh,,,,,,,1997,4.0,15.0,1997,4.0,15.0,21.0,24.0,,62.7858352045064
665,1997,Technological,Technological,Transport accident,Road,Himachal Pradesh,,,,,,,1997,5.0,8.0,1997,5.0,8.0,70.0,8.0,,62.7858352045064
666,1997,Technological,Technological,Transport accident,Road,Tumkur,,,,,,,1997,6.0,3.0,1997,6.0,3.0,13.0,58.0,,62.7858352045064
667,1997,Technological,Technological,Transport accident,Road,Biharsharif (Bihar),,,,,,,1997,7.0,17.0,1997,7.0,17.0,25.0,,,62.7858352045064
668,1997,Technological,Technological,Transport accident,Road,Uttar Pradesh,,,,,,,1997,7.0,19.0,1997,7.0,19.0,27.0,28.0,,62.7858352045064
669,1997,Technological,Technological,Transport accident,Road,Bihar,,,,,,,1997,7.0,22.0,1997,7.0,22.0,40.0,,,62.7858352045064
670,1997,Technological,Technological,Transport accident,Road,Samastipu (Bihar),,,,,,,1997,8.0,2.0,1997,8.0,2.0,20.0,60.0,,62.7858352045064
671,1997,Technological,Technological,Transport accident,Road,Sohryngkham (Meghalaya),,,,,,,1997,8.0,14.0,1997,8.0,14.0,20.0,15.0,,62.7858352045064
672,1997,Technological,Technological,Transport accident,Road,Meghalaya,,,,,,,1997,9.0,8.0,1997,9.0,8.0,40.0,80.0,,62.7858352045064
673,1997,Technological,Technological,Transport accident,Road,Raigarth,,,,,,,1997,9.0,10.0,1997,9.0,10.0,50.0,,,62.7858352045064
674,1997,Technological,Technological,Transport accident,Road,Krishna river (Andhra Pradesh),,,,,,,1997,9.0,26.0,1997,9.0,26.0,36.0,,,62.7858352045064
675,1997,Technological,Technological,Transport accident,Road,Lahtora (Bihar),,,,,,,1997,9.0,26.0,1997,9.0,26.0,13.0,100.0,,62.7858352045064
676,1997,Technological,Technological,Transport accident,Road,Cuddapah (Andhra Pradesh),,,,,,,1997,10.0,1.0,1997,10.0,1.0,41.0,,,62.7858352045064
677,1997,Technological,Technological,Transport accident,Road,Jamuna River (Delhi),,,,,,,1997,11.0,18.0,1997,11.0,18.0,28.0,70.0,,62.7858352045064
678,1997,Technological,Technological,Transport accident,Road,Himachal Pradesh,,,,,,,1997,11.0,27.0,1997,11.0,27.0,24.0,,,62.7858352045064
679,1997,Technological,Technological,Transport accident,Road,Karnataka,,,,,,,1997,11.0,27.0,1997,11.0,27.0,34.0,,,62.7858352045064
680,1997,Technological,Technological,Transport accident,Road,Maharashtra,,,,,,,1997,11.0,27.0,1997,11.0,27.0,20.0,40.0,,62.7858352045064
681,1997,Technological,Technological,Transport accident,Water,Kalijai,,,,,,,1997,5.0,25.0,1997,5.0,25.0,21.0,,,62.7858352045064
682,1997,Technological,Technological,Transport accident,Water,Mumbai,,,,,,,1997,6.0,19.0,1997,6.0,19.0,24.0,,,62.7858352045064
683,1997,Technological,Technological,Transport accident,Water,Kosi River (Bihar),,,,,,,1997,7.0,18.0,1997,7.0,18.0,35.0,,,62.7858352045064
684,1997,Technological,Technological,Transport accident,Water,Rapti River,,,,,,,1997,7.0,20.0,1997,7.0,20.0,40.0,,,62.7858352045064
685,1997,Technological,Technological,Transport accident,Water,Kosi River (Bihar),,,,,,,1997,9.0,10.0,1997,9.0,10.0,45.0,,,62.7858352045064
686,1997,Technological,Technological,Transport accident,Water,Gange (Bihar),,,,,,,1997,9.0,21.0,1997,9.0,21.0,93.0,,,62.7858352045064
687,1997,Technological,Technological,Transport accident,Water,Choti Gandak River (Kushinagar),,,,,,,1997,9.0,24.0,1997,9.0,24.0,26.0,,,62.7858352045064
688,1997,Technological,Technological,Transport accident,Water,Ganges (Murshidabad),,,,,,,1997,10.0,22.0,1997,10.0,22.0,59.0,,,62.7858352045064
689,1997,Technological,Technological,Transport accident,Rail,Bilaspur area,,,,,,,1997,9.0,14.0,1997,9.0,14.0,81.0,236.0,,62.7858352045064
690,1997,Technological,Technological,Transport accident,Rail,New Delhi,,,,,,,1997,7.0,28.0,1997,7.0,28.0,13.0,82.0,,62.7858352045064
691,1997,Technological,Technological,Transport accident,Rail,Near Simlagarh,,,,,,,1997,2.0,24.0,1997,2.0,24.0,10.0,19.0,,62.7858352045064
692,1997,Technological,Technological,Transport accident,Rail,Between Tarwata and Guna,,,,,,,1997,3.0,9.0,1997,3.0,9.0,16.0,58.0,,62.7858352045064
693,1997,Technological,Technological,Industrial accident,Explosion,Tamil Nadu,,,,,,,1997,8.0,8.0,1997,8.0,8.0,,100.0,,62.7858352045064
694,1997,Technological,Technological,Industrial accident,Gas leak,Bhopal,,,,,,,1997,1.0,21.0,1997,1.0,21.0,,400.0,,62.7858352045064
695,1997,Technological,Technological,Industrial accident,Fire,Visakhapatnam (Hyderabad,,,,,,,1997,9.0,14.0,1997,9.0,14.0,56.0,100031.0,19200.0,62.7858352045064
696,1997,Technological,Technological,Miscellaneous accident,Collapse,Mumbai,,,,,,,1997,9.0,16.0,1997,9.0,16.0,13.0,,,62.7858352045064
697,1997,Technological,Technological,Miscellaneous accident,Collapse,Mumbai,,,,,,,1997,10.0,21.0,1997,10.0,21.0,10.0,,,62.7858352045064
698,1997,Technological,Technological,Miscellaneous accident,Fire,Baripada,,,,,,,1997,2.0,24.0,1997,2.0,24.0,204.0,180.0,,62.7858352045064
699,1997,Technological,Technological,Miscellaneous accident,Fire,Thanjavur,,,,,,,1997,6.0,8.0,1997,6.0,8.0,60.0,90.0,,62.7858352045064
700,1997,Technological,Technological,Miscellaneous accident,Fire,Delhi,,,,,,,1997,6.0,13.0,1997,6.0,13.0,57.0,91.0,,62.7858352045064
701,1997,Natural,Hydrological,Flood,,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",,,21840.0,,,,1997,9.0,,1997,9.0,,1442.0,29259000.0,,62.7858352045064
702,1997,Natural,Hydrological,Flood,,West,,,,,,,1997,8.0,,1997,8.0,,244.0,,,62.7858352045064
703,1998,Natural,Meteorological,Storm,Convective storm,"Tanton, Jaleshwar (Midnapore, West Bengal), Balasore district (Orissa)",,,110.0,,,,1998,3.0,24.0,1998,3.0,24.0,250.0,40500.0,10000.0,63.7604552373995
704,1998,Natural,Hydrological,Landslide,Landslide,Himachal Pradesh,,,,,,,1998,3.0,5.0,1998,3.0,5.0,26.0,,,63.7604552373995
705,1998,Natural,Hydrological,Landslide,Landslide,Assam,,,,,,,1998,6.0,3.0,1998,6.0,3.0,48.0,150.0,,63.7604552373995
706,1998,Natural,Hydrological,Landslide,Landslide,"Malpa village (Pithoragrah district, Uttar Pradesh state)",,,,,,,1998,8.0,17.0,1998,8.0,17.0,239.0,200000.0,,63.7604552373995
707,1998,Natural,Hydrological,Landslide,Landslide,Mansuna village (Uttar Pradesh state),,,,,,,1998,8.0,19.0,1998,8.0,19.0,37.0,,,63.7604552373995
708,1998,Natural,Meteorological,Storm,Tropical cyclone,"Kutch, Porbandar, Jamnagar, Junagadh, Amreli, Bhavnagar, Banaskhanta, Surat, Bharuch, Rajkot, Valsad, Nasvari districts (Gujarat state), Barmer, Jallore districts (Rajasthan state), Ratnagiri district (Maharasthra)",,98.0,145.0,,,,1998,6.0,9.0,1998,6.0,11.0,2871.0,4600893.0,469000.0,63.7604552373995
709,1998,Natural,Meteorological,Storm,Tropical cyclone,Bombay (city) Level 1 = Maharashtra,,,,,,,1998,10.0,18.0,1998,10.0,18.0,250.0,,,63.7604552373995
710,1998,Natural,Meteorological,Extreme temperature,Heat wave,"Orissa, Andhra Pradesh, Rajasthan, Madhya Pradesh, Uttar Pradesh, Gujarat states",,,50.0,,,,1998,5.0,26.0,1998,5.0,26.0,2541.0,,,63.7604552373995
711,1998,Natural,Biological,Epidemic,Bacterial disease,"Assam, Adilabad, Karimnaga - Level 1 = Andhra Pradesh, West Bangal",,,,,,,1998,7.0,,1998,7.0,,679.0,14632.0,,63.7604552373995
712,1998,Natural,Biological,Epidemic,Viral disease,Level 1 = Uttar Pradesh,,,,,,,1998,8.0,,1998,8.0,,128.0,606.0,,63.7604552373995
713,1998,Technological,Technological,Transport accident,Rail,Near Lucknow,,,,,,,1998,1.0,6.0,1998,1.0,6.0,48.0,66.0,,63.7604552373995
714,1998,Technological,Technological,Transport accident,Rail,Bankaghat area (Bihar),,,,,,,1998,4.0,28.0,1998,4.0,28.0,10.0,30.0,,63.7604552373995
715,1998,Technological,Technological,Transport accident,Rail,Parbani area,,,,,,,1998,4.0,24.0,1998,4.0,24.0,24.0,27.0,,63.7604552373995
716,1998,Technological,Technological,Transport accident,Rail,Ajmer District,,,,,,,1998,8.0,31.0,1998,8.0,31.0,31.0,19.0,,63.7604552373995
717,1998,Technological,Technological,Transport accident,Rail,"Bothalapalem, Nalgonda (Andhra Pradesh)",,,,,,,1998,9.0,25.0,1998,9.0,25.0,25.0,25.0,,63.7604552373995
718,1998,Technological,Technological,Industrial accident,Fire,Khanapara (Assam state),,,,,,,1998,11.0,2.0,1998,11.0,2.0,10.0,,,63.7604552373995
719,1998,Technological,Technological,Miscellaneous accident,Collapse,Mumbai,,,,,,,1998,3.0,17.0,1998,3.0,17.0,25.0,,,63.7604552373995
720,1998,Technological,Technological,Miscellaneous accident,Collapse,Bombay,,,,,,,1998,8.0,4.0,1998,8.0,4.0,35.0,21.0,,63.7604552373995
721,1998,Natural,Meteorological,Storm,,"West Begala, Midnapur dis.- Level 1 = Uttar Pradesh",,,170.0,,,,1998,11.0,22.0,1998,11.0,22.0,100.0,20000.0,,63.7604552373995
722,1998,Natural,Hydrological,Flood,Flash flood,"Gujarat, Maharashtra states","Dam/levy, break or release",,,,,,1998,9.0,16.0,1998,9.0,18.0,90.0,50000.0,,63.7604552373995
723,1998,Natural,Hydrological,Landslide,Avalanche,Sikkim,,,,,,,1998,3.0,31.0,1998,3.0,31.0,24.0,6.0,,63.7604552373995
724,1998,Natural,Meteorological,Extreme temperature,Cold wave,"Uttar Pradesh, Bihar, Rajasthan, Jammu and Cachemire states",,,,,,,1998,12.0,15.0,1998,12.0,15.0,100.0,,,63.7604552373995
725,1998,Technological,Technological,Transport accident,Road,Bhojpu (Bihar state),,,,,,,1998,12.0,9.0,1998,12.0,9.0,53.0,5.0,,63.7604552373995
726,1998,Technological,Technological,Transport accident,Road,West Bengal,,,,,,,1998,1.0,13.0,1998,1.0,13.0,66.0,,,63.7604552373995
727,1998,Technological,Technological,Transport accident,Road,,,,,,,,1998,2.0,5.0,1998,2.0,5.0,29.0,5.0,,63.7604552373995
728,1998,Technological,Technological,Transport accident,Road,Amritsar,,,,,,,1998,2.0,14.0,1998,2.0,14.0,30.0,,,63.7604552373995
729,1998,Technological,Technological,Transport accident,Road,Uttar Pradesh,,,,,,,1998,3.0,6.0,1998,3.0,6.0,24.0,2.0,,63.7604552373995
730,1998,Technological,Technological,Transport accident,Road,Dealwadi Ghat (Madhya Pradesh),,,,,,,1998,4.0,3.0,1998,4.0,3.0,34.0,16.0,,63.7604552373995
731,1998,Technological,Technological,Transport accident,Road,Jammu Doda,,,,,,,1998,4.0,25.0,1998,4.0,25.0,23.0,,,63.7604552373995
732,1998,Technological,Technological,Transport accident,Road,Moradabad (Bihar state),,,,,,,1998,5.0,4.0,1998,5.0,4.0,20.0,3.0,,63.7604552373995
733,1998,Technological,Technological,Transport accident,Road,Langasu (Uttar Pradesh),,,,,,,1998,5.0,7.0,1998,5.0,7.0,29.0,17.0,,63.7604552373995
734,1998,Technological,Technological,Transport accident,Road,Kedarnath (Uttar Pradesh),,,,,,,1998,5.0,10.0,1998,5.0,10.0,25.0,23.0,,63.7604552373995
735,1998,Technological,Technological,Transport accident,Road,Nandani (Jammu-Cachemire state),,,,,,,1998,6.0,19.0,1998,6.0,19.0,53.0,15.0,,63.7604552373995
736,1998,Technological,Technological,Transport accident,Road,Himachal Pradesh,,,,,,,1998,6.0,22.0,1998,6.0,22.0,40.0,,,63.7604552373995
737,1998,Technological,Technological,Transport accident,Road,Himachal Pradesh,,,,,,,1998,7.0,5.0,1998,7.0,5.0,27.0,50.0,,63.7604552373995
738,1998,Technological,Technological,Transport accident,Road,West Siang (Arunachal Pradesh),,,,,,,1998,7.0,15.0,1998,7.0,15.0,43.0,,,63.7604552373995
739,1998,Technological,Technological,Transport accident,Road,Madhya Pradesh,,,,,,,1998,10.0,14.0,1998,10.0,14.0,45.0,,,63.7604552373995
740,1998,Technological,Technological,Transport accident,Road,Orissa,,,,,,,1998,11.0,5.0,1998,11.0,5.0,55.0,30.0,,63.7604552373995
741,1998,Technological,Technological,Transport accident,Road,Arunachal Pradesh,,,,,,,1998,11.0,11.0,1998,11.0,11.0,40.0,13.0,,63.7604552373995
742,1998,Technological,Technological,Transport accident,Water,Kareha river (Bihar),,,,,,,1998,4.0,6.0,1998,4.0,6.0,50.0,,,63.7604552373995
743,1998,Technological,Technological,Transport accident,Water,Khagaria (Bihar state),,,,,,,1998,4.0,30.0,1998,4.0,30.0,50.0,,,63.7604552373995
744,1998,Technological,Technological,Transport accident,Water,Golfe du Bengale,,,,,,,1998,7.0,26.0,1998,7.0,26.0,44.0,,,63.7604552373995
745,1998,Technological,Technological,Transport accident,Water,Hargauli (Bihar),,,,,,,1998,10.0,1.0,1998,10.0,1.0,40.0,,,63.7604552373995
746,1998,Technological,Technological,Transport accident,Water,Brahmapoutre,,,,,,,1998,10.0,27.0,1998,10.0,27.0,40.0,,,63.7604552373995
747,1998,Technological,Technological,Transport accident,Rail,Near Khanna (Punjab state),,,,,,,1998,11.0,26.0,1998,11.0,26.0,108.0,150.0,,63.7604552373995
748,1998,Technological,Technological,Transport accident,Rail,Dhanbad,,,,,,,1998,12.0,29.0,1998,12.0,29.0,12.0,6.0,,63.7604552373995
749,1998,Technological,Technological,Transport accident,Rail,Near Karur (Tamil Nadu),,,,,,,1998,8.0,13.0,1998,8.0,13.0,23.0,20.0,,63.7604552373995
750,1998,Technological,Technological,Transport accident,Rail,Gonda-Naghir,,,,,,,1998,2.0,27.0,1998,2.0,27.0,12.0,26.0,,63.7604552373995
751,1998,Technological,Technological,Transport accident,Rail,Between Fatua and Bankaghat,,,,,,,1998,4.0,4.0,1998,4.0,4.0,11.0,14.0,,63.7604552373995
752,1998,Technological,Technological,Miscellaneous accident,Collapse,Thane,,,,,,,1998,11.0,7.0,1998,11.0,7.0,28.0,,,63.7604552373995
753,1998,Natural,Hydrological,Flood,,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",,1983.0,67610.0,,,,1998,8.0,,1998,8.0,,1811.0,29227200.0,,63.7604552373995
754,1998,Natural,Hydrological,Flood,,"Andhra Pradesh, Hyderabad",,,8000.0,,,,1998,9.0,20.0,1998,9.0,20.0,230.0,375000.0,528600.0,63.7604552373995
755,1999,Natural,Meteorological,Storm,Tropical cyclone,"Kendrapara, Jagatsinghpur, Khurda, Puri, Cuttack, Nayagarh, Bhadrak, Keonjhar, Dhenkanal, Balasore, Mayurbhang, Jajapur (Orissa, Andhra Pradesh, West Bengal states)",,,260.0,,,,1999,10.0,28.0,1999,10.0,30.0,9843.0,12628312.0,2500000.0,65.1555468615283
756,1999,Natural,Geophysical,Earthquake,Ground movement,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",,25.0,7.0,30.512,79.403,0:35,1999,3.0,28.0,1999,3.0,28.0,100.0,477894.0,2000.0,65.1555468615283
757,1999,Natural,Hydrological,Flood,Riverine flood,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",Monsoonal rain,1328.0,,,,,1999,7.0,11.0,1999,8.0,3.0,325.0,5500000.0,,65.1555468615283
758,1999,Natural,Meteorological,Storm,Tropical cyclone,Gujarat Coast,,,200.0,,,,1999,5.0,20.0,1999,5.0,23.0,451.0,40696.0,20000.0,65.1555468615283
759,1999,Natural,Meteorological,Storm,Tropical cyclone,"Orissa, Ganjam, Puri, Khurda, Gajapathi",,,200.0,,,,1999,10.0,18.0,1999,10.0,18.0,84.0,1201000.0,470000.0,65.1555468615283
760,1999,Natural,Meteorological,Extreme temperature,Heat wave,"Orissa, Andhra Pradesh, Gujurat, Uttar Pradesh",,,47.0,,,,1999,4.0,,1999,4.0,,140.0,,,65.1555468615283
761,1999,Natural,Climatological,Wildfire,Forest fire,"Garhwal & Kumaon (districts of Nainital, Almora and Pithoragarh) Level 1 = Uttar Pradesh",,,349.0,,,,1999,4.0,,1999,4.0,,6.0,,,65.1555468615283
762,1999,Natural,Biological,Epidemic,Parasitic disease,Masarkal,,,,,,,1999,10.0,,1999,10.0,,1.0,499.0,,65.1555468615283
763,1999,Natural,Biological,Epidemic,Viral disease,"Khanpur, Jhalawar district, Level 1 = Delhi & Rajahastan",,,,,,,1999,3.0,6.0,1999,3.0,6.0,,285.0,,65.1555468615283
764,1999,Natural,Biological,Epidemic,Viral disease,Andhra Pradesh,,,,,,,1999,9.0,,1999,12.0,6.0,200.0,765.0,,65.1555468615283
765,1999,Technological,Technological,Transport accident,Air,New Delhi,,,,,,,1999,3.0,7.0,1999,3.0,7.0,23.0,,,65.1555468615283
766,1999,Technological,Technological,Transport accident,Road,Karnataka state,,,,,,,1999,6.0,7.0,1999,6.0,7.0,94.0,34.0,,65.1555468615283
767,1999,Technological,Technological,Transport accident,Road,Davanagere region (Etat du Karnataka),,,,,,,1999,8.0,26.0,1999,8.0,26.0,41.0,,,65.1555468615283
768,1999,Technological,Technological,Transport accident,Road,Penjab state,,,,,,,1999,10.0,25.0,1999,10.0,25.0,28.0,48.0,,65.1555468615283
769,1999,Technological,Technological,Transport accident,Road,Meghalaya state,,,,,,,1999,10.0,25.0,1999,10.0,25.0,34.0,32.0,,65.1555468615283
770,1999,Technological,Technological,Transport accident,Road,Jammu and Cachemire,,,,,,,1999,11.0,6.0,1999,11.0,6.0,54.0,17.0,,65.1555468615283
771,1999,Technological,Technological,Transport accident,Road,Near Devarabelakere (Karnataka),,,,,,,1999,5.0,7.0,1999,5.0,7.0,75.0,,,65.1555468615283
772,1999,Technological,Technological,Transport accident,Road,Berhampore,,,,,,,1999,5.0,7.0,1999,5.0,7.0,30.0,18.0,,65.1555468615283
773,1999,Technological,Technological,Transport accident,Road,Himachal Pradesh,,,,,,,1999,7.0,18.0,1999,7.0,18.0,21.0,61.0,,65.1555468615283
774,1999,Technological,Technological,Transport accident,Road,Madhya Pradesh,,,,,,,1999,8.0,9.0,1999,8.0,9.0,39.0,,,65.1555468615283
775,1999,Technological,Technological,Transport accident,Water,Bihar,,,,,,,1999,7.0,15.0,1999,7.0,15.0,72.0,,,65.1555468615283
776,1999,Technological,Technological,Transport accident,Water,Rajasthan,,,,,,,1999,7.0,25.0,1999,7.0,25.0,25.0,,,65.1555468615283
777,1999,Technological,Technological,Transport accident,Water,Uttar Pradesh,,,,,,,1999,8.0,9.0,1999,8.0,9.0,35.0,,,65.1555468615283
778,1999,Technological,Technological,Transport accident,Rail,"Luchnow, Bahraich district (Uttar Pradesh)",,,,,,,1999,4.0,27.0,1999,4.0,27.0,37.0,12.0,,65.1555468615283
779,1999,Technological,Technological,Transport accident,Rail,Agra (Uttar Pradesh),,,,,,,1999,7.0,17.0,1999,7.0,17.0,17.0,209.0,,65.1555468615283
780,1999,Technological,Technological,Transport accident,Rail,Dharminia (Bihar State),,,,,,,1999,6.0,19.0,1999,6.0,19.0,18.0,,,65.1555468615283
781,1999,Technological,Technological,Transport accident,Rail,Gaisan (Bengal Occidental),,,,,,,1999,8.0,2.0,1999,8.0,2.0,285.0,300.0,,65.1555468615283
782,1999,Technological,Technological,Transport accident,Rail,Andhra Pradesh,,,,,,,1999,6.0,4.0,1999,6.0,4.0,68.0,60.0,,65.1555468615283
783,1999,Technological,Technological,Industrial accident,Explosion,Delhi,,,,,,,1999,5.0,31.0,1999,5.0,31.0,34.0,51.0,,65.1555468615283
784,1999,Technological,Technological,Industrial accident,Explosion,Etat De Bihar,,,,,,,1999,9.0,26.0,1999,9.0,26.0,10.0,6.0,,65.1555468615283
785,1999,Technological,Technological,Industrial accident,Explosion,Delhi,,,,,,,1999,6.0,1.0,1999,6.0,1.0,50.0,100.0,,65.1555468615283
786,1999,Technological,Technological,Miscellaneous accident,Collapse,Sabarimala,,,,,,,1999,1.0,14.0,1999,1.0,14.0,51.0,63.0,,65.1555468615283
787,1999,Technological,Technological,Miscellaneous accident,Other,Palalee,,,,,,,1999,5.0,28.0,1999,5.0,28.0,16.0,50.0,,65.1555468615283
788,1999,Technological,Technological,Miscellaneous accident,Other,Bihar,,,,,,,1999,7.0,17.0,1999,7.0,17.0,106.0,,,65.1555468615283
789,1999,Technological,Technological,Miscellaneous accident,Fire,New Delhi,,,,,,,1999,3.0,15.0,1999,3.0,15.0,35.0,5100.0,,65.1555468615283
790,1999,Technological,Technological,Miscellaneous accident,Fire,Sonepat,,,,,,,1999,11.0,6.0,1999,11.0,6.0,42.0,16.0,,65.1555468615283
791,1999,Natural,Hydrological,Flood,,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",,155.0,,,,,1999,9.0,,1999,9.0,,229.0,22120000.0,2400.0,65.1555468615283
792,1999,Natural,Biological,Epidemic,,"Tehri Garhwal Disrict, Level 1 = Uttar Pradesh",,,,,,,1999,9.0,,1999,9.0,,11.0,75.0,,65.1555468615283
793,1999,Natural,Biological,Epidemic,,Orissa,,,,,,,1999,11.0,,1999,11.0,,69.0,77880.0,,65.1555468615283
794,2000,Natural,Climatological,Drought,Drought,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",,2247.0,,,,,2000,4.0,,2001,,,20.0,50000000.0,588000.0,67.355758979313
795,2000,Natural,Hydrological,Flood,Flash flood,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province),",,,55000.0,,,,2000,6.0,10.0,2000,6.0,10.0,20.0,3000000.0,,67.355758979313
796,2000,Natural,Hydrological,Flood,Flash flood,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,,,,,2000,7.0,,2000,7.0,,130.0,,,67.355758979313
797,2000,Natural,Hydrological,Flood,Flash flood,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",Brief torrential rain,,129500.0,,,,2000,8.0,23.0,2000,8.0,31.0,179.0,252016.0,173000.0,67.355758979313
